,Company (Maker-if known),Specific Bean Origin or Bar Name,REF,Review Date,Cocoa Percent,Company Location,Rating,Broad Bean Origin
1640,Nathan Miller,Madagascar,1403,2014,73.5,U.S.A.,2.5,Madagascar
1641,Neuhaus (Callebaut),Manickchand Estate,230,2008,67,Belgium,3.75,Trinidad
1642,Nibble,Elvesia P.,1526,2015,72,U.S.A.,2.75,Dominican Republic
1643,Nibble,"Ambanja, Sambirano Valley",1526,2015,72,U.S.A.,3,Madagascar
1644,Noble Bean aka Jerjobo,Moho Valley,1299,2014,75,U.S.A.,3,Belize
1645,Nuance,"Ecuador, 2013",1458,2015,70,U.S.A.,2.75,Ecuador
1646,Nuance,"Sambirano Valley, 2012",1458,2015,70,U.S.A.,3.5,Madagascar
1647,Oakland Chocolate Co.,Jamaica,478,2010,70,U.S.A.,2.5,Jamaica
1648,Ohiyo,"San Juan Estate, Gran Couva",1594,2015,70,U.S.A.,2.75,Trinidad
1649,Omnom,"Kakao Kamili, Kilombero Valley",1816,2016,70,Iceland,3.75,Tanzania
1650,Omnom,Madagascar,1247,2014,66,Iceland,3.5,Madagascar
1651,organicfair,Maya Mountain,1161,2013,74,Canada,2.75,Belize
1652,organicfair,Nicaraqua,1165,2013,72,Canada,2.75,Nicaragua
1653,organicfair,Mindo,1165,2013,72,Canada,3,Ecuador
1654,Palette de Bine,Maya Mtn,1720,2016,72,Canada,3,Belize
1655,Palette de Bine,"San Juan Estate, Gran Couva",1570,2015,70,Canada,3.25,Trinidad
1656,Palette de Bine,Lam Dong,1574,2015,72,Canada,3.75,Vietnam
1657,Palette de Bine,Sambirano,1239,2014,78,Canada,3.75,Madagascar
1658,Palette de Bine,Gran Couva,1399,2014,70,Canada,3.75,Trinidad
1659,Patric,Madagascar,331,2009,75,U.S.A.,4,Madagascar
1660,Patric,Madagascar,439,2009,67,U.S.A.,3.5,Madagascar
1661,Patric,"Rio Caribe, Paria Penninsula",439,2009,70,U.S.A.,3.5,Venezuela
1662,Patric,Madagascar,196,2007,70,U.S.A.,4,Madagascar
1663,Paul Young,"Madagascar, w/ shell",1271,2014,73,U.K.,2.25,Madagascar
1664,Paul Young,"Madagascar, w/ shell",1271,2014,64,U.K.,2.75,Madagascar
1665,Pierre Marcolini,Trinite,478,2010,75,Belgium,3.25,Trinidad
1666,Pierre Marcolini,"Sambirano, Ambanja, Madagascar",141,2007,72,Belgium,4,Madagascar
1667,Pitch Dark,Nicalizo,1510,2015,80,U.S.A.,2.75,Nicaragua
1668,Pitch Dark,Akesson Estate,1311,2014,73,U.S.A.,3.25,Madagascar
1669,Pitch Dark,Namau Village,1315,2014,73,U.S.A.,2.5,Fiji
1670,Pralus,Chuao,486,2010,75,France,3.5,Venezuela
1671,Pralus,Papouasie,199,2008,75,France,3,Papua New Guinea
1672,Pralus,Trinidad,5,2006,75,France,3.5,Trinidad
1673,Pralus,"Barlovento, Venezuela",32,2006,75,France,3.5,Venezuela
1674,Pralus,Jamaique,32,2006,75,France,4,Jamaica
1675,Pralus,Equateur,40,2006,75,France,3,Ecuador
1676,Pralus,Vanuatu,40,2006,75,France,3,Vanuatu
1677,Pralus,Colombie,40,2006,75,France,3.5,Colombia
1678,Pralus,Cuba,99,2006,75,France,3,Cuba
1679,Pump Street Bakery,"Crayfish Bay Estate, 2014",1502,2015,70,U.K.,3.5,Grenada
1680,Pump Street Bakery,"Patanemo Vil., Carabobo State, Tisano family",1223,2014,75,U.K.,2.75,Venezuela
1681,Pump Street Bakery,"Akessons Estate, Sambirano, Ambanja",1223,2014,72,U.K.,3.25,Madagascar
1682,Quetzalli (Wolter),"Uranga, Lot 22032016",1800,2016,74,Mexico,3,Mexico
1683,Raaka,Madagascar,959,2012,75,U.S.A.,3.25,Madagascar
1684,Ritual,"Toledo District, Maya",1089,2013,75,U.S.A.,3.75,Belize
1685,Ritual,Sambirano,891,2012,75,U.S.A.,4,Madagascar
1686,Ritual,Gran Couva,979,2012,75,U.S.A.,3.5,Trinidad
1687,Robert (aka Chocolaterie Robert),Madagascar,1061,2013,75,Madagascar,3.25,Madagascar
1688,Robert (aka Chocolaterie Robert),Madagascar w/ nibs,1061,2013,68,Madagascar,3.25,Madagascar
1689,Rococo (Grenada Chocolate Co.),"Gru Grococo, St. Andrews",923,2012,66,U.K.,3.5,Grenada
1690,Rogue,"Akessons Estate, Sambirano, 2013",1038,2013,70,U.S.A.,3.5,Madagascar
1691,Rogue,"Bachelor's Hall E., St. Thomas Parish",1193,2013,75,U.S.A.,3.75,Jamaica
1692,Rogue,Rio Caribe,327,2009,70,U.S.A.,3.5,Venezuela
1693,Rogue,Jamaica,213,2008,70,U.S.A.,2.75,Jamaica
1694,Rogue,"Sambirano, 2008",213,2008,70,U.S.A.,2.75,Madagascar
1695,Rogue,Trinidad,213,2008,70,U.S.A.,3,Trinidad
1696,Rozsavolgyi,"Rio Caribe Superior, Paria Penninsula",871,2012,76,Hungary,2.25,Venezuela
1697,Rozsavolgyi,"Sambirano, Akesson Estate",871,2012,72,Hungary,2.5,Madagascar
1698,S.A.I.D.,Malgascio,607,2010,64,Italy,3.5,Madagascar
1699,Salgado,Carenero Superior,288,2008,70,Argentina,3.5,Venezuela
1700,Scharffen Berger,Camahogne,464,2010,68,U.S.A.,3.5,Grenada
1701,Scharffen Berger,Ben Tre,445,2009,72,U.S.A.,3.75,Vietnam
1702,Scharffen Berger,Jamaica a l'ancienne,56,2006,70,U.S.A.,2,Jamaica
1703,Shark Mountain,Jamaica,1450,2015,72,U.S.A.,3.25,Jamaica
1704,Shark Mountain,Ecuador,1335,2014,75,U.S.A.,3,Ecuador
1705,Silvio Bessone,"Bahia, Scavina",729,2011,60,Italy,3.25,Brazil
1706,Sirene,"Somia Plantation, 2012",1502,2015,100,Canada,3,Madagascar
1707,Sirene,"Somia Plantation, 2012",1339,2014,67,Canada,3.75,Madagascar
1708,Sirene,"Somia Plantation, 2012",1339,2014,73,Canada,3.75,Madagascar
1709,"Smooth Chocolator, The",Tien Giang,1864,2016,70,Australia,3,Vietnam
1710,"Smooth Chocolator, The",Akesson's Estate,1618,2015,65,Australia,3.25,Madagascar
1711,"Smooth Chocolator, The",Akesson's Estate,1622,2015,70,Australia,3.5,Madagascar
1712,"Smooth Chocolator, The",San Juan Estate,1622,2015,70,Australia,3.75,Trinidad
1713,"Smooth Chocolator, The","Chuao, batch 3",1666,2015,70,Australia,3.75,Venezuela
1714,Snake & Butterfly,Madagascar,502,2010,68,U.S.A.,3,Madagascar
1715,Sol Cacao,Madagascar,1518,2015,72,U.S.A.,3,Madagascar
1716,Solstice,Sambirano,1157,2013,70,U.S.A.,3,Madagascar
1717,Soma,"Sambirano Valley, Black Science, B-60307.0",1820,2016,70,Canada,3.5,Madagascar
1718,Soma,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",1828,2016,70,Canada,3.75,Nicaragua
1719,Soma,"Tien Giang, Black S., batch VIT60420.0",1828,2016,70,Canada,4,Vietnam
1720,Soma,La Dalia,1307,2014,70,Canada,3.25,Nicaragua
1721,Soma,"Rizek Cacao, Domin. Rep.",1019,2013,77,Canada,3.75,Dominican Republic
1722,Soma,"Sangre Grande P., Trinidad",1073,2013,70,Canada,3.75,Trinidad
1723,Soma,"Bachelor's Hall E., St. Thomas Parish",1177,2013,70,Canada,4,Jamaica
1724,Soma,Cahabon Region,951,2012,70,Canada,3.5,Guatemala
1725,Soma,Carenero Superior,951,2012,70,Canada,3.75,Venezuela
1726,Soma,Papua New Guinea,983,2012,85,Canada,3.5,Papua New Guinea
1727,Soma,"Grenada, Black Science",676,2011,70,Canada,2.75,Grenada
1728,Soma,Conacado,387,2009,70,Canada,3,Dominican Republic
1729,Soma,Papua New Guinea,387,2009,70,Canada,3.5,Papua New Guinea
1730,Spencer,Malekula Island,1434,2014,72,Australia,2.75,Vanuatu
1731,Starchild,Sambirano Valley,1696,2015,70,U.S.A.,3,Madagascar
1732,Stella (aka Bernrain),"Bahia, Agri-Forestal Plantation, 2010",859,2012,68,Switzerland,2.75,Brazil
1733,Sublime Origins,Sambirano,1157,2013,67,U.S.A.,2.75,Madagascar
1734,Sublime Origins,Moho Valley,1157,2013,78,U.S.A.,3.25,Belize
1735,Szanto Tibor,Baracoa,1704,2015,88,Hungary,3.25,Cuba
1736,Szanto Tibor,Ambolikapiky,1704,2015,70,Hungary,3.25,Madagascar
1737,Szanto Tibor,"Ben Tre, Mekong Delta",1708,2015,70,Hungary,3.25,Vietnam
1738,Szanto Tibor,Baracoa,1263,2014,70,Hungary,3.75,Cuba
1739,Tablette (aka Vanillabeans),Vietnam,1450,2015,60,Japan,3.25,Vietnam
1740,Tablette (aka Vanillabeans),Trinidad,1680,2015,77,Japan,2.75,Trinidad
1741,Tan Ban Skrati,"Paramaribo, batch 20160043-01",1868,2016,70,Suriname,3.25,Suriname
1742,Taza,Belize,1271,2014,68,U.S.A.,3,Belize
1743,Terroir,Belize,1478,2015,70,U.S.A.,3.75,Belize
1744,Terroir,Madagascar,1478,2015,70,U.S.A.,3.75,Madagascar
1745,Terroir,Guatemala,1558,2015,70,U.S.A.,3.75,Guatemala
1746,Terroir,Madagascar,1323,2014,67,U.S.A.,3.75,Madagascar
1747,Theo,Madagascar,162,2007,65,U.S.A.,3.5,Madagascar
1748,Tobago Estate (Pralus),"Roxborough, Tobago",895,2012,70,France,4,Tobago
1749,twenty-four blackbirds,Madagascar,1235,2014,75,U.S.A.,3.5,Madagascar
1750,Upchurch,"Madagascar, Sassy Bar",1752,2016,72,U.S.A.,3,Madagascar
1751,Urzi,"Sur del Lago, Merida",1327,2014,65,Italy,3.25,Venezuela
1752,Valrhona,Chuao 2002 P.,129,2007,65,France,3.75,Venezuela
1753,Valrhona,Caraibe,63,2006,66,France,3,Carribean
1754,Valrhona,Gran Couva 2005 P.,75,2006,64,France,2.5,Trinidad
1755,Valrhona,"Sambirano, Ampamakia 2005, Millot P.",75,2006,64,France,3.5,Madagascar
1756,Vao Vao (Chocolaterie Robert),Madagascar,404,2009,72,Madagascar,2.75,Madagascar
1757,Vao Vao (Chocolaterie Robert),Madagascar,404,2009,76,Madagascar,2.75,Madagascar
1758,Vao Vao (Chocolaterie Robert),Madagascar,404,2009,80,Madagascar,2.75,Madagascar
1759,Vao Vao (Chocolaterie Robert),Madagascar,404,2009,70,Madagascar,3,Madagascar
1760,Vao Vao (Chocolaterie Robert),Madagascar w/ nibs,404,2009,68,Madagascar,3,Madagascar
1761,Vao Vao (Chocolaterie Robert),Madagascar,404,2009,64,Madagascar,3.25,Madagascar
1762,Videri,Trinidad,1211,2014,75,U.S.A.,3.5,Trinidad
1763,Vietcacao (A. Morin),"Ben Tre, Mekong Delta, MoCay",951,2012,70,France,3.5,Vietnam
1764,Violet Sky,Sambirano Valley,1458,2015,77,U.S.A.,2.75,Madagascar
1765,Violet Sky,Cahabon,1502,2015,77,U.S.A.,2.75,Guatemala
1766,Wellington Chocolate Factory,Conacado,1756,2016,70,New Zealand,3.5,Dominican Republic
1767,Willie's Cacao,Los Llanos,1227,2014,88,U.K.,3,Colombia
1768,Willie's Cacao,Sambirano,593,2010,71,U.K.,3,Madagascar
1769,Willie's Cacao,Rio Caribe,457,2009,72,U.K.,3.25,Venezuela
1770,Woodblock,Gran Couva,1042,2013,70,U.S.A.,3.5,Trinidad
1771,Woodblock,Sambirano,951,2012,70,U.S.A.,3.25,Madagascar
1772,Zak's,"Madagascar, Batch 2",1578,2015,70,U.S.A.,3.25,Madagascar
1773,Zak's,"Belize, Batch 2",1578,2015,70,U.S.A.,3.5,Belize
1774,Zart Pralinen,San Juan Estate,1824,2016,85,Austria,2.75,Trinidad
1775,Zart Pralinen,"San Juan Estate, Gran Couva",1880,2016,78,Austria,3.5,Trinidad
1776,Zokoko,Tokiala,701,2011,66,Australia,3.5,Papua New Guinea
1777,Amedei,Venezuela,123,2007,70,Italy,3.75,Venezuela
1778,Amedei,Madagascar,123,2007,70,Italy,4,Madagascar
1779,Starchild,Rio Tuma,1692,2015,70,U.S.A.,3,Nicaragua
1780,Nugali,Fazenda Leolinda,1876,2016,70,Brazil,3.5,Brazil
1781,Cacao Barry,Grand 'Anse,1716,2016,65,France,3.5,Haiti
1782,Felchlin,Elvesia P.,105,2006,74,Switzerland,3,Dominican Republic
1783,Guittard,Sur del Lago,87,2006,65,U.S.A.,2.5,Venezuela
1784,Hotel Chocolat (Coppeneur),Sambirano,809,2012,66,U.K.,3.5,Madagascar
1785,Hummingbird,"Ocumare, Cumboto",1097,2013,70,Canada,3.25,Venezuela
1786,La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,70,Japan,2.25,Peru
1787,La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",1892,2016,70,Japan,2.5,Peru
1788,La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",1892,2016,70,Japan,3,Belize
1789,Scharffen Berger,Amina,464,2010,65,U.S.A.,3.75,Madagascar
1790,Glennmade,Bahia,1672,2015,66,U.S.A.,3,Brazil
1791,Pralus,"Caracas, Venezuela and Ghana",99,2006,75,France,3,"Venezuela, Ghana"
1792,Soma,Black Science Blend 1,607,2010,70,Canada,3.75,"DR, Ecuador, Peru"
1793,Timo A. Meyer,"Belize, med roast",1836,2016,72,Germany,3.75,Belize
1794,Soma,"Three Amigos(Chuao, Wild Bolivia, D.R.)",676,2011,70,Canada,4,"Ven, Bolivia, D.R."
